FLAG VALUES
CREATED ZKP FOR VOTER 0xa71d76d448e7507c187f3b245558a6cbca45cbbd
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xa71d76d448e7507c187f3b245558a6cbca45cbbd is registered

voter 0x3d5f1b61fa6225df4397ae3130de9bf319086f44 logged in : true
CREATED ZKP FOR VOTER 0x3d5f1b61fa6225df4397ae3130de9bf319086f44
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x3d5f1b61fa6225df4397ae3130de9bf319086f44 is registered

voter 0x692f40ca6fa56fa0ce51522a6c8c818d8ad76813 logged in : true
CREATED ZKP FOR VOTER 0x692f40ca6fa56fa0ce51522a6c8c818d8ad76813
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x692f40ca6fa56fa0ce51522a6c8c818d8ad76813 is registered

voter 0xc00ecdd6078e4a22e8a36a9af8a63a5057881bc2 logged in : true
CREATED ZKP FOR VOTER 0xc00ecdd6078e4a22e8a36a9af8a63a5057881bc2
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xc00ecdd6078e4a22e8a36a9af8a63a5057881bc2 is registered

voter 0xbfd2d3d8c6631d9029155601373a753cca3e9b62 logged in : true
CREATED ZKP FOR VOTER 0xbfd2d3d8c6631d9029155601373a753cca3e9b62
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xbfd2d3d8c6631d9029155601373a753cca3e9b62 is registered

voter 0x40352a67b2347e2bfd195f6cb8495596fac4103e logged in : true
CREATED ZKP FOR VOTER 0x40352a67b2347e2bfd195f6cb8495596fac4103e
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x40352a67b2347e2bfd195f6cb8495596fac4103e is registered

voter 0xa6e6d8ec031d7934badfde9e7b93be95cff687d8 logged in : true
CREATED ZKP FOR VOTER 0xa6e6d8ec031d7934badfde9e7b93be95cff687d8
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xa6e6d8ec031d7934badfde9e7b93be95cff687d8 is registered

voter 0x97f1bf5000e444f79e8f20da3668242a61e2a4da logged in : true
CREATED ZKP FOR VOTER 0x97f1bf5000e444f79e8f20da3668242a61e2a4da
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x97f1bf5000e444f79e8f20da3668242a61e2a4da is registered

voter 0x4d9a838562bb3571ba7bfd72a541faa086210c41 logged in : true
CREATED ZKP FOR VOTER 0x4d9a838562bb3571ba7bfd72a541faa086210c41
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x4d9a838562bb3571ba7bfd72a541faa086210c41 is registered

voter 0xf4aadbfdde6e411ad91566a026d22eb1045b0be9 logged in : true
CREATED ZKP FOR VOTER 0xf4aadbfdde6e411ad91566a026d22eb1045b0be9
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xf4aadbfdde6e411ad91566a026d22eb1045b0be9 is registered

voter 0x3b82b1067def5d0944a55aeae34e6de6a3b02803 logged in : true
CREATED ZKP FOR VOTER 0x3b82b1067def5d0944a55aeae34e6de6a3b02803
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x3b82b1067def5d0944a55aeae34e6de6a3b02803 is registered

voter 0x4227b1c40b833dc521b126245049eda24f4095da logged in : true
CREATED ZKP FOR VOTER 0x4227b1c40b833dc521b126245049eda24f4095da
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x4227b1c40b833dc521b126245049eda24f4095da is registered

voter 0xbba2a5c56eae334578f7b877527af15f9cdfab43 logged in : true
CREATED ZKP FOR VOTER 0xbba2a5c56eae334578f7b877527af15f9cdfab43
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xbba2a5c56eae334578f7b877527af15f9cdfab43 is registered

voter 0xecd90ca28b46275e59cafe83c432d5edd0df0a92 logged in : true
CREATED ZKP FOR VOTER 0xecd90ca28b46275e59cafe83c432d5edd0df0a92
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xecd90ca28b46275e59cafe83c432d5edd0df0a92 is registered

voter 0x5f613001a7237585c3ee65ae07dfbf747f236c4c logged in : true
CREATED ZKP FOR VOTER 0x5f613001a7237585c3ee65ae07dfbf747f236c4c
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x5f613001a7237585c3ee65ae07dfbf747f236c4c is registered

voter 0x9ebfe8cc603b5ba775352f1305d1aff622f8aee7 logged in : true
CREATED ZKP FOR VOTER 0x9ebfe8cc603b5ba775352f1305d1aff622f8aee7
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x9ebfe8cc603b5ba775352f1305d1aff622f8aee7 is registered

voter 0xbedf33328ef6c64ee084fded3cc55f7adcc8f44c logged in : true
CREATED ZKP FOR VOTER 0xbedf33328ef6c64ee084fded3cc55f7adcc8f44c
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xbedf33328ef6c64ee084fded3cc55f7adcc8f44c is registered

voter 0x334002156ed4f49e3da3b42285652e493a4cc0b0 logged in : true
CREATED ZKP FOR VOTER 0x334002156ed4f49e3da3b42285652e493a4cc0b0
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x334002156ed4f49e3da3b42285652e493a4cc0b0 is registered

voter 0x349154f01c67695e1a213fc9678c9edef5f5fac4 logged in : true
CREATED ZKP FOR VOTER 0x349154f01c67695e1a213fc9678c9edef5f5fac4
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x349154f01c67695e1a213fc9678c9edef5f5fac4 is registered

voter 0x10603014b61c46605cce23856b201e2078abfd97 logged in : true
CREATED ZKP FOR VOTER 0x10603014b61c46605cce23856b201e2078abfd97
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x10603014b61c46605cce23856b201e2078abfd97 is registered

voter 0x736c64eba1efd0e53122da0505a31f79e2287133 logged in : true
CREATED ZKP FOR VOTER 0x736c64eba1efd0e53122da0505a31f79e2287133
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x736c64eba1efd0e53122da0505a31f79e2287133 is registered

voter 0x0d1e90c0a1b596b13ab99b386f68197db6521d5e logged in : true
CREATED ZKP FOR VOTER 0x0d1e90c0a1b596b13ab99b386f68197db6521d5e
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x0d1e90c0a1b596b13ab99b386f68197db6521d5e is registered

voter 0xda4de8de99c0f7c2eff515d418aa6973fdada951 logged in : true
CREATED ZKP FOR VOTER 0xda4de8de99c0f7c2eff515d418aa6973fdada951
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xda4de8de99c0f7c2eff515d418aa6973fdada951 is registered

voter 0x44b0833756632b5b88184313f08fd6e22a54db66 logged in : true
CREATED ZKP FOR VOTER 0x44b0833756632b5b88184313f08fd6e22a54db66
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x44b0833756632b5b88184313f08fd6e22a54db66 is registered

voter 0x0765e91d0245a15374b8b65f388e6b1ee849e7b8 logged in : true
CREATED ZKP FOR VOTER 0x0765e91d0245a15374b8b65f388e6b1ee849e7b8
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x0765e91d0245a15374b8b65f388e6b1ee849e7b8 is registered

voter 0x8e5a5e0fe4122f8dc83e9165c933ca5022ff300c logged in : true
CREATED ZKP FOR VOTER 0x8e5a5e0fe4122f8dc83e9165c933ca5022ff300c
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x8e5a5e0fe4122f8dc83e9165c933ca5022ff300c is registered

voter 0xfec22616bdaa59162057951d9f5986a557dee613 logged in : true
CREATED ZKP FOR VOTER 0xfec22616bdaa59162057951d9f5986a557dee613
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xfec22616bdaa59162057951d9f5986a557dee613 is registered

voter 0x16f8bcc3269edec6ceb4ecf8c0f392569aea5c5f logged in : true
CREATED ZKP FOR VOTER 0x16f8bcc3269edec6ceb4ecf8c0f392569aea5c5f
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x16f8bcc3269edec6ceb4ecf8c0f392569aea5c5f is registered

voter 0xc1cc1360931ee57b79a9581e18e76dd545bf4bcc logged in : true
CREATED ZKP FOR VOTER 0xc1cc1360931ee57b79a9581e18e76dd545bf4bcc
ZKP VERIFIED: true
CAN REGISTER: true
voter 0xc1cc1360931ee57b79a9581e18e76dd545bf4bcc is registered

voter 0x56c608ddecb6b88d9ba407cadb1749cb18252687 logged in : true
CREATED ZKP FOR VOTER 0x56c608ddecb6b88d9ba407cadb1749cb18252687
ZKP VERIFIED: true
CAN REGISTER: true
voter 0x56c608ddecb6b88d9ba407cadb1749cb18252687 is registered

VOTERS
[
  {
    address: '0xe9af489430ea7d69442edca83c9bd962213e731a',
    x: '0x365f809e10435baa92c91a2f05ebff511071922a45e9290bbabf67188daca0e8',
    xG: [
      '0x44cbba95d17d155722a3418216fb6d7d5d63bdb9a3a482515cc12d2c7f37545e',
      '0x94761e41745758682f2cc1f26e9af1616ed32136bf60848dd6578d37d376ad'
    ],
    v: '0x8af2489e69a76d184a99e97c06402f7a15b90f2f8c97da3a25fded5f6e7f49a2',
    w: '0x76a6ca2b21ba77efbba9c519843395854dbd57959fe34e5725f0f46a340f8902',
    r: '0x07e096058b330b936bbc751707b59ce6d6d4aedba016bc42f47f38cd56bbaefb',
    d: '0xed5d00f972dfcd03c0ae9d3921bbe2201492e9e425dcaf044aa365f849d42378'
  },
  {
    address: '0x1d6c8c05a0cd90acf5dd2be446cc3e1380546bf8',
    x: '0x148af56de2173701ed4def8a35d6c624959f3a2962950dde2c6a268ab996f8b6',
    xG: [
      '0x195498412a057deb8d3f6a93423e5b62f1881ae1dc5be8cc7192d39ec60f49ee',
      '0x1e6b908e27b6c4f5af9369f06dff7f04387b8eadd5d3dac465d62b1fc45d76e1'
    ],
    v: '0xc1a6a0b3f2a52939a18b61987337f26ba285cb16bab88d68bfd0d26386419ce7',
    w: '0xcebe4e65fb9f53fb086d6724027bb0ec7df0031abd428c8c010d2d37543f9a41',
    r: '0xae2ecdaf23a813656edaed5ccea5fd868e3ba19ff95a99b4d5abb582906833d0',
    d: '0xf54365fb4a99b0888366fae7abb31e348111be1a709e4e12eb9bd63d48772d52'
  },
  {
    address: '0x812ed9db3873cc01cb02c4200736d1bd65efb357',
    x: '0xab2129a5d4f781d830510f0ce5cbea6635d975ec5829ff8f123c954feeb549d4',
    xG: [
      '0x9de2c6d30a28fc0bbaf9790d560e3e904d823dcb0c68f604a1593e3a8257abaf',
      '0xa9305f7430ddd6713dddbaa716cbabc0aebc24b24a6547f51ea623be235753b4'
    ],
    v: '0x5596a333f31981e13ebae54b20e3d7e73ef5708d62b85bc8caf0991e09fa50a0',
    w: '0x5a53be98319975f09576761f06deafe8c24e847347fa8d1c4ed4db1656b7e4eb',
    r: '0xd5227c0b1cb94b03b4798a0c2765da397308038bc5dc4e9704df7c1153842e67',
    d: '0xbc9d57a9d629bc4fb9b49289953d631430c4889ca8ddaca7013d53c3b02b8463'
  },
  {
    address: '0x1e3ded6e367949192cfd5abd4b6d791d08d2d8fe',
    x: '0x4e8b4800f0ea22bf9ea806912fd0462496fc03f20f3ce9ee8e4e0718434707bb',
    xG: [
      '0x813e392b9f62b5cfc7ac244aa5261c40d811cc4e99769977a9a0178a15473da8',
      '0x72e6b4f042a57286be1bca903d170b7805bc1f172e20e20ab23c255f66c9614f'
    ],
    v: '0x860ada0b847745d53ad3d7118d73a52111a2a1c1667ca7e16730b1f142c3b25f',
    w: '0xa9b704a5b9803e212e755882e65b6516402c9ad120c3a141bbf77076e3752da2',
    r: '0x9a975033ed8312e3118a7696bf76963c2ddeaf8002d71a09497fce555d8d1197',
    d: '0xaec1ea58d9cdca806ccea586fe532501dd6311db0c144b96604cac51c5733cad'
  },
  {
    address: '0x49b5558c684b908986d20ad0cadf2c335fd4f272',
    x: '0xd5d803487f9d9d8346f7bd34570a63ed6ab4d4f03beb90d4a8af6ca01f494528',
    xG: [
      '0x46d686d85f93b0d00698ab0669d8f41193b6b8ac1e11108a1d32567b31f0ca96',
      '0xf5abe0423ca382638ff08f74570f5db4121ad8356685a142754baf455cd2512'
    ],
    v: '0x98632a6035eae2b4f9297d3bb2000b46f41463a460e7feb6395fd2d32a6707ad',
    w: '0xda5dc54f1bdb90c14296daaec5565dff3ca0fdd049e47a586bf4ed8b37e99dcf',
    r: '0x636b02de75685da8f5a8a05e37a5f2482b2c3c6b030449db6248caf0ffbb382a',
    d: '0x13ffc2f95ab670527f114801e713bf1eed1147297252c4c0b3186cda49a333ee'
  },
  {
    address: '0xaf6363317cf7a60ffd74202e5336928759cac064',
    x: '0x2c969362e6a16e9e4012317859ee19908f91b5ff817bcf7a18c2e76998c0e9ff',
    xG: [
      '0x1ad50f149f155bf5b3098ba06ed73557a288afbc1bdb6480396990cd091ff41',
      '0xfab95590c4077705936964c79c1644d19388b7a3e54d3509052eb2d735dab141'
    ],
    v: '0x4cf0c47ec91299ad1af1e8169bc1961006ef78447e127ad2e01f8ca3645db86d',
    w: '0xb12877a0176ddd4b01a8c0114e09a93f0eb2dc42690fd5e951eddfa891fb866f',
    r: '0x36fd1565a4d11897e0a7d3aec7ade808aa5c0db6ee9b4326c89c23229a8b4794',
    d: '0xa0cb66ab9cbd0cceb0986cb14a67952287adc4bc0becd025947a4c6c46264556'
  },
  {
    address: '0xb160356f1405d2f46c687fb460ab0a18710b6dce',
    x: '0x4a4c5f58e7b68b378051a457bf2328b758e79abf2bc06a635d73c12cec8277cd',
    xG: [
      '0xbc5f00ddd75d227768fa38976b8bf8ceac2645f63089737bcff5ddee4b212fd4',
      '0xfd3b7bb156ba344d31213ad5b020894b53e1d8e267c6bc954376d89fd9886778'
    ],
    v: '0x387726c238e7fe315492707cf2fea0964f5bb26d05f320d595fae856628ff5f2',
    w: '0xc139c49efaf14c256dfc8e3422f96ea14d60cbe3902193beb98ed86905d39f4c',
    r: '0x20eda9832d2b7500825c818fafb1827d5176af6e4db69ca889799068429ba6ee',
    d: '0x20396ec8ba377b364ed6ff4d8a603a188c64c865c3f74f5c2ee208113f1ba866'
  },
  {
    address: '0xad4a37874da52dbef62113e28bf2c794829fec49',
    x: '0x3d19266553587197833da2fc3d2aac87f5887e6a47eaa85d7a8d0d6b291b79b8',
    xG: [
      '0x91e79d1af0476468cfeaa6905614ac711e209bb7f0422d37e136ae98a6de2868',
      '0xd0610b8f066c6982064549c27fb96347457e063380c4694e5609711947c2f4f0'
    ],
    v: '0xf5d3167b7b2491dc23206b1676f7efcf052f88552135b19ac5b0f258932cb9a7',
    w: '0xa798bc3512bf41598ac3aed0df49f3276fd10fb3facd50a2e3fcb0ad987f30f0',
    r: '0x697368267c6a0331b15af3e2b9f76132d3a8e5b9f932d67b7f568ec850a34835',
    d: '0x0c347bf681a4382a40a03e1a2de9cf3f653ed97036eb0933d5eede0dc39a5d61'
  },
  {
    address: '0xd6aec77b353b3a8fecb762c9b996fb6074ae8fce',
    x: '0x34e40839d17f0b18fa6c932a070b0bdb5126cd9e0785226b7ab2177e500a9d10',
    xG: [
      '0x66c90e68feb0ba5f334a8cb9bc4a09b9eb9926e9f82988ae14b80bc1e71bdc5b',
      '0x8b3e555a8978ac79cf4fb1fc8e82490e637ce044585a64b7804b018a39444a79'
    ],
    v: '0x34dd689eed9995f9ea9b3d8a2540f362417921b7fe6357fb09a346b09454966b',
    w: '0x5f8a016f8ab0518543b6b1fbbf8fa81048123fb79a4ecbba0ded083966e99655',
    r: '0xba386664238cb363e29fcf1ef1a0862149807a61bbe84ce782b29a76a9b38857',
    d: '0x4c9c53de25a8d3cb253d810aa9a1ee82f13c8e7dac8429ccc343b4cfb9343fe3'
  },
  {
    address: '0x36f87a94af20f7f35a519d3cc201ec706b23d639',
    x: '0x2d7919fd48889c44fd91ecf4061a2792258c1e7de3ade7ae0ea27300a85665f9',
    xG: [
      '0xdf83450c2858e7d7cf2d7fa3d935e815ed7632db65a0ff04da90fa4753dce133',
      '0x74ba1abba6bf769319775f89782cdc1251525f6579520c78071236a461e96707'
    ],
    v: '0xb40835cc8a30aee1d9c2f4efe0824bef719373a5b8c2833e62e92b6046ae6c7c',
    w: '0x602838c6bc45be8b79882ca5071047308b2433312a0bb41883b9eed90104fdbb',
    r: '0x9db1577c130c459ccd9208add854f8a9a23680fcbf13272a90ae1fbfa4de0092',
    d: '0x0845d129b4427ab53bbe5377177427f438843cd750f4957bee0d6d580491b3b6'
  },
  {
    address: '0x24993fd8b00b34579f5bfcac0d172c0b1175ca96',
    x: '0x9ecbe487a912bc52793ad09ff22957c8aa60b19b3813c2b9b5862c312f0af49f',
    xG: [
      '0x5971d7e6ca3891e30d69e5e3f8c1cced3d5cc78c696453f940d10474806cbdb',
      '0xf8dbc8cce7adbf91ac84ada1fd4f1b6c38fff549ee5ab13ef83d598ddb2d130b'
    ],
    v: '0x86ef88aa5a31c0a827ef49b40b873743655f08ebc9f23560666f613b06459516',
    w: '0x9d2d103b287cd742d95bb10161e643db22a6b9a771d6c08b6988eded73227901',
    r: '0x5fc86f402facce905900f762db756b470987be1303d19bdad55db4f9b27b6a15',
    d: '0x6c5f9806e326e51a8d070086f7254f8c0f1745b9670e76a914f0ad36701f78b5'
  },
  {
    address: '0x622b702c91e4329c464c0fcf9cdd0360abeedecb',
    x: '0x3b45d75dc8beb4205f30ce1eab8bb49e2433cedc641cc3b449cea09f9e486c95',
    xG: [
      '0xe67a77ff868b6872a1f83604647f1f6455b377e35e7e0929bff0c857d5019965',
      '0xae4aaa2db75e8527c6a527601e6e2f260c81869124bcd3d622179ac4f7e225c2'
    ],
    v: '0x424f2fe94a4fc7f4de39a4a32059847ef1070fa83589aee6a69f8458c4b50848',
    w: '0x749af7ba3173bf5af55bb2b3d452b72713fa8148449a50d522d3606f450f3e98',
    r: '0x97f283752b2b5e0a0c0d7c878b6cdcf5be8be88b689ec64507125a54a9185f50',
    d: '0x20482755ac8638ed7b46c91b083f0becc31df6795de3332765e5f1859a0ea074'
  },
  {
    address: '0xd8bc8d332da510821354f546062f78d9d1c53e24',
    x: '0xc900b33d90859113e9f55af6de8e2cb00a69ff30926afeb6d0ce3441553c4b57',
    xG: [
      '0xc572c946ba418d1d4b3bd8ae3dbc0377526984335e5e977af0d8b0b95e0c8b0f',
      '0x8e3c613fa2e5c26baab98d93ab66e6ab071790c10af866eec72bb7920cfcb69a'
    ],
    v: '0xb81a9a68c44fb1e6fb6b52941a9d20b7d07dfbffceb90f0139b675bc530aa6c7',
    w: '0x65608fe44456e7453bac32ff841d6dfa57458cba0a4fcf76b8ee329ffd7749b0',
    r: '0x6f9c869afa581c8adba0f2eef660236213b242815dbdecd24270c00c14e95a08',
    d: '0xc76d63cae4eb15b3876237114fab2e74fb28c85f05a214450c4613f0896f2fb0'
  },
  {
    address: '0xa58a06381280d1761e70eacda476592da600912c',
    x: '0x18c7263f30da2a3b4174dee7e5eb01ea48239c1cc71b930903e2face6f70622b',
    xG: [
      '0xc33b38cf18531bd19ec0fde74a752866cf4997039018e06a17565b0f0ec9b078',
      '0xff94b49d8cbc1c916e8debbd7bb83c8f222dab069cef2a44cc8457d24cd762dd'
    ],
    v: '0x60c38a3c6a4c31616fb1a37c07f2ce63aea0e234173b9e1e613d62fad21a2727',
    w: '0x6d348ac3d1d268335f5e6c9b6909814114421e2fb1b3982bb52a3443f0538a83',
    r: '0x89b177abd273a379d32346cbbb9bf9c82ec633d982a84186b5d396136549aed7',
    d: '0x0e28dfd13ee456c760a6d7af4a2c73d49cae2ffc4010aa14d3529670c886fa4b'
  },
  {
    address: '0xa6f3e219a5b8f08473c99e8c8717b90f4ee40267',
    x: '0xa3f82451f1ec35f64cae264839e6dc64900188fbd5a3526677d6a9890840963d',
    xG: [
      '0xcdf0ac5f88aef29bc85b1b3cbb625efd25125068f930a88a6a652e08db67f20d',
      '0x44a1c29a935f781bac0427a2c4ec19d157464f650e43362226a70d5918c073a1'
    ],
    v: '0x935bbd2d9f792f4dd04762899b98db9893043b8b86dcb0c9c2de3ca72b929697',
    w: '0x26709b8374b2294177309c5331af208e6d6da3efcdf737152cdc59db2bb70818',
    r: '0xb0a25a4cb64b4ae161f8f5a3edd8461df1e6a6e7b9470735bde7f6ecaee01e05',
    d: '0xe8b37217c3e048b929937ae9b90075ffeed46a5cf9e0e43fc24758ec0db7efd5'
  },
  {
    address: '0x1fb701ca3f7bcff1c7a243795b23feaf7c4ab828',
    x: '0xdda2123206187edd2a16dbcddd3e1f9951d5f36422c8a24a98bbf6c42a8e7fbc',
    xG: [
      '0x427179c1cf1ad1c82e75e5545536e687a26a208bee609487d9c1014b8fc860bd',
      '0x5887bb34a58e331d198f7149afb5c2a9f13c0db110a97332cc23e016f1062e26'
    ],
    v: '0x6d7bfbeb3f628e65f6e329203c16d6b69e98abc49960a9335bddae93eb54b01a',
    w: '0x921ec459eba8d0968b607c211bbd26a1e4bfa3f8197f6198b9c129dde505bd89',
    r: '0x145466a8835f296ebfb954b180c2dafa02a42f002bc23211fbac6028d1462e1c',
    d: '0xc015f4df6afb51e76c83f8ebe1c9fe9a277be04b3e5ccdb9472e5ab3cc98c1e3'
  },
  {
    address: '0x762f07a4e4f04346a574c34b5353416cdb58183f',
    x: '0x3c0532935d3a0b833c517559baf33faa04f0f97f02f419faeb4e538484c96000',
    xG: [
      '0x18fcc86d8929e1ff3a12870bbdf6f3190cc4d3929ae93c1423b82c6899d8f9df',
      '0xdfb7b71b9244d60dd30eddfe59d2a7f926cb44311f139b2adfd7ae16e214206c'
    ],
    v: '0xbe935187218f45b0647e890c18f2bec3a22b01cf9e73e600d43ca9342afc6623',
    w: '0x22a406790e12c54fd986e295a2c14252333c30661b30c04961bd4cd49bddf37f',
    r: '0x43838b67737c10af7bf98b8a5dae74c7ced4bac26795b137cbb0141c8673116d',
    d: '0xa1e9979087b55edfe2a45565baedcbe4b5ff429ec36005aad2871da0807bd383'
  },
  {
    address: '0xce2a59f6a61354a2429a06cb0d728e26f2355b04',
    x: '0xb1d7dfaade210acb974f7072d7a020742d21bd9ab84f5f5495562fa6e9350f0a',
    xG: [
      '0xb1eef3d609679fd447de4e50e41944ad70bd3a9deb6ff323d06efb6791b18703',
      '0xfcd9f618a20bb173bc34974e8d81fcebf412a02c898d740316784c314717d87c'
    ],
    v: '0xe76d0728553a779e3457c8cd59cdcdc60089d3a4f8ba10649fb1b08099eb42b0',
    w: '0x05013a10b9c3ae4026054ce628b811f44b9c2e6699f2f30c6ea765a9df83a4b4',
    r: '0x1d11ae16ca85c30e301357f15939c8c8a339c72c1baefce00144b74c0927c0bf',
    d: '0xcdd478da29c839a4bc58eee1ff793f85b0cf740ec44235c3195f8db12b36ff00'
  },
  {
    address: '0x37d6354ae095466a423f2063ee2a384ecd4035d7',
    x: '0x4d91d83904805578313b7e616c4751ae795aa4c5bc93fe04999e9569490822e0',
    xG: [
      '0xbf0f1fe167dd7ed623c16952235559d61f93c78e66783da59989413cd32d7ad9',
      '0x17e54963eb4610e1106c30b71657651b0a4f614fde638576e1d3f27a06237c3d'
    ],
    v: '0x3b55ceb6ec40e1190d711798a3c5737f20f578a8e5b541ea0eb48c70ac3293ea',
    w: '0x42b390849a9e091f915f6a8558b4b59cb620fe0efb295f4a306bcf2a050e3324',
    r: '0xabd8e836dc2c7f35ae91305b7da7074670b2fdf4e2563996146cb6906ff94f85',
    d: '0x79828cb22ac1808c05ee778cb91fbf0fcaf47a70d664d5cef99db586b77c2c5c'
  },
  {
    address: '0x48977165359235c8e08651302aa9e49b773d0c26',
    x: '0xe979cf719d4d88cb4e7a4be69b73a2dbfaf306f906d432c1a4f87cfc9829276e',
    xG: [
      '0x17cb01ba5826453096950a2c3fed0a902dfa935d703a0c3f1b42857c3e8e27ac',
      '0xacdb678487fbd7d999135149e5b3946def4a3387fd1c2e75dec84037fdf966a'
    ],
    v: '0x84f009a78a79a2181fde37aaf82b61860732b6d5675f4d458f76443a1d8a0779',
    w: '0xf1b7e45cc49b2d0686289eccd97243966a45c26468c87eb6aeeab29c32245435',
    r: '0x37f70b0794aaafd8ab99228817554123d9150215ecc499d105bf9eabd674b927',
    d: '0x3c967fe3e2cf4a010cccb00ef3ee2b8b2b2979d868f6e08ccf24c8fa002ff7ad'
  },
  {
    address: '0xeea0db7edb3609f413a9a2e2d535d628462058d6',
    x: '0x52471d95b1aa31df4c2682cd288f2ad5b72fa0de96e249ef2d2f096dcddb4cf4',
    xG: [
      '0x8bba8b788105a4c48ea5fb6187e1a3ddcf17fd6663b800c50a667da921996e40',
      '0xd05adbb0cf889e9d7f35028589a0c6e3291cb932383152ca756b2e6f33067fd5'
    ],
    v: '0x27a5e7fcc694f79241ad106fce060ad1b9b9062e16e91c36d834e9564f17159d',
    w: '0x676bf3c5a1040d8ab7f7dd83b56ae1409754c761de80e001d0969670483a9afa',
    r: '0xaaf7053d57a0d425bd6058554d89e92310d484ae3fb1800280d12953c517db8f',
    d: '0x1352565a38ce22e80bbf99ecf16a7495f82bd0c5d2dc971556ee3e11cc80e0e1'
  },
  {
    address: '0x0b42c41f8a158bda4e2009b599a07b23ea7f46a7',
    x: '0xe1bcf2b891634f593b47c559f42810af5faa49b8c68a91d635e5701f2a9ac7b3',
    xG: [
      '0xe151e29f0a4bf8e50a9ae1e5295f3bc293f1d255d5ac5ac9037dbf742d912746',
      '0xd1ecfb6856358571b2a487a9ba03132d5685d3f02784f4128ed16623cbbc3484'
    ],
    v: '0xef3b6fead9b21056e0c04af6718f112f9d8f01a456b7c4f286790808d6d43a3c',
    w: '0xae715456c6882be4f2c34be2523617e063abca81cebfbaf5d0ece7e3311d004c',
    r: '0x102df9a763e5addc0010d326309262197c0e37ffc065faf38d80894fe6f8f541',
    d: '0x1db87ff0adaae24a2bec0d82afd8b1a4335565da3a21fa21c7d5d1c9c957285b'
  },
  {
    address: '0x1723cde21190ebc107dda0eee9edaba3ba11420a',
    x: '0x08d42061a4042c27472bf357c44dfdaa669373dbc942b3b7092f702f1b994109',
    xG: [
      '0x4e2e04f2858350b7d1d395d367c081fbfe1d13cf2b0ee5e1fcd22f32bcdfb60b',
      '0xac19066a98ceb40c0eaefe527cf923347c5fb690f21d42d348ff7fade28440f8'
    ],
    v: '0x6e948b695d4fd0c0c2b9522cc750ee677538ff244b8474eca34d38de4332a793',
    w: '0x883abd9898ff50ffb43f2cd32e873f450fb13e3f6ebb0689afdaf9b142f81015',
    r: '0x3cc8fa1ca9f2c4538ffc966903090ed7cf576a45ff72de0bfdeedae3779662e3',
    d: '0x52b880cebabc488dc59f23b3c927e79185e2837c96aa9e41e9a7b31409b3140e'
  },
  {
    address: '0xcc96154cf5050c653b9899fbe3590078ab8f28bd',
    x: '0xeac8d9c661c928f89d9a8d836d1bb4fda726158e730fabace0f0da1ad0be5f56',
    xG: [
      '0x5562c4faacb48a73f0f8737fb8853b8a3b54a3ae8ad8e04783e6618936405338',
      '0x257fe9e7429aa54f249f522cd31682fa6e4b51d147606211ccf18a0cf84209f9'
    ],
    v: '0x670f124b076bbbb16e2a6f00e995dc936064da4b4573f5d00c929e26cd443cdb',
    w: '0x9366a03feb121eba0f662d81540fffb8a4ef88dfeec424676a036384d9327a12',
    r: '0x01dc48dd6129ba3b8f7fee01eef4b0779822faa22b242271ddfa81992f49a897',
    d: '0x2deb569a179b0392b3acade0784cf1b5059dccedffa5e495d7392152ad1dcb41'
  },
  {
    address: '0x50963439cb6876d5288f1286e39f1082cc1d3f82',
    x: '0x98ab2da0cc45a3f7c13d52ae9cec4fabd430053afba9a618845c7cea05695c5a',
    xG: [
      '0x2c8403269d1cb4f2ab2cde7a4982fb488d46eb5404e734ea2c142a0503cbf77b',
      '0xc86c1397c50638777527d31d1d1d0366019a2efa60aadec08c69c65ce23efde8'
    ],
    v: '0xacda33de16bfeee8178499ed49b56a7459b153d9804af5c1767b25ef87085c26',
    w: '0x6f0d3dd33282b36df0160beb9ba7be87f522f21550c7c55cbee66b8e801d1316',
